propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,distance,description,hasVideo,status,newDevelopment,hasLift,parkingSpace,priceByArea,detailedType,suggestedTexts,hasPlan,has3DTour,has360,hasStaging,topNewDevelopment,labels,newDevelopmentFinished
96774576,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/fb/e9/7b/956185358.jpg,,10,6,900.0,flat,rent,66.0,True,2,1,"Calle Bertrellans, 5",Barcelona,Barcelona,Ciutat Vella,es,El Gòtic,41.385099700000005,2.172081,True,https://www.idealista.com/inmueble/96774576/,652,"Piso muy luminoso, ultima planta con ascensor en un edificio rehabilitado del barrio Gotico, a lado de la puerta del Angel y de la puerta Ferrisa. Se compone de 2 dormitorios dobles, salón-comedor, cocina grande, baño y dispone en el mismo rellano de una terraza comunitaria que ningún vecino del edificio usa. el piso tiene aire acondicionado, está amueblado y equipado.",False,good,False,True,,14.0,{'typology': 'flat'},"{'subtitle': 'El Gòtic, Barcelona', 'title': 'Piso en Calle Bertrellans, 5'}",False,False,False,False,False,,
96774545,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/8f/cc/e8/956184191.jpg,AVIV0116K,29,bj,1250.0,flat,rent,55.0,True,1,1,"Calle del Príncep de Viana, 5",Barcelona,Barcelona,Ciutat Vella,es,El Raval,41.379263,2.1636933999999997,True,https://www.idealista.com/inmueble/96774545/,440,"Apartamento estrenar y modernista de 55 m2, con patio interior.  Un apartamento exterior recién reformado y totalmente amueblado. Ofrece hermosas características originales combinadas con soluciones modernas y prácticas, construido con materiales y colores de primera calidad, ventanas de doble cristal que hacen que el piso sea muy tranquilo. El piso dispone de un dormitorio doble tiene elegantes armarios, aire acondicionado y una hermosa iluminación decorativa y un baño integrado.  El piso se alquila amueblado y equipado con iluminación y electrodomésticos de alta gama, con horno microondas, lavadora, lavavajillas, frigorífico / congelador. Está ubicado en una calle céntrica en un barrio dinámico, El Raval. La zona está muy bien comunicada con transporte público y permite llegar a cualquier punto de la ciudad con mucha facilidad. El autobús y el metro están justo debajo del edificio. Cafés, restaurantes, tiendas y supermercados, todo a menos de 50 metros de distancia. Disponible: YA! Para más información y visitas no dude en contactar con nosotros. Contacto: +34 622 163 052 (Llamada o Whatsapp).",False,good,False,True,,23.0,{'typology': 'flat'},"{'subtitle': 'El Raval, Barcelona', 'title': 'Piso en Calle del Príncep de Viana, 5'}",False,False,False,False,False,"[{'name': 'apartamentoType', 'text': 'Apartamento'}]",
96774199,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/0e/12/5d/956174435.jpg,2066-MNH,17,6,1200.0,penthouse,rent,60.0,True,3,1,Calle de Cabanes,Barcelona,Barcelona,Sants-Montjuïc,es,El Poble Sec - Parc de Montjuïc,41.3744024,2.1708021,False,https://www.idealista.com/inmueble/96774199/,612,"Fantástico ático en el barrio de Poble-sec.  El inmueble dispone de 3 habitaciones (1 doble y 2 individuales) semi-amuebladas, salón comedor con acceso a la terraza, cocina equipada y baño completo.  Alquiler de temporada.  No se admiten mascotas ni fumadores.  Buena conexión al transporte público y cercano a todo tipo de servicios (supermercados, escuelas, centros médicos etc. ).  Se requieren 2 meses de fianza + honorario de la agencia (10% anualidad + IVA) y mes en curso.  Se necesita acreditar ingresos para el seguro de alquiler.",True,good,False,True,,20.0,"{'typology': 'flat', 'subTypology': 'penthouse'}","{'subtitle': 'El Poble Sec - Parc de Montjuïc, Barcelona', 'title': 'Ático en Calle de Cabanes'}",False,False,False,False,False,,
96710678,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/de/f5/0e/955164691.jpg,101029,19,3,1600.0,flat,rent,110.0,True,2,1,Calle dels Agullers,Barcelona,Barcelona,Ciutat Vella,es,Sant Pere - Santa Caterina i la Ribera,41.3807414,2.1807507,False,https://www.idealista.com/inmueble/96710678/,992,"PIA ADVISORS presenta en esta ocasión dúplex de 110 mts en el Born, uno de los barrios mas pretendidos por lo bohemio y coqueto, rodeado además de infinidad de bares, restaurante y ocio nocturno. El piso se encuentra completamente reformado, amueblado y equipado con suelo de parquet, ventanas de aluminio doble cristal y aire acondicionado frío calor por conducto.  En la primera planta encontramos el salón comedor amplio y luminoso con salida a balcón y con cocina independiente totalmente equipada con horno, nevera, lavavajillas, microondas, vitrocerámica y lavadora. La planta superior está dotada de dos habitaciones dobles con armarios empotrados, una de ellas con salida a un pequeño balcón.  La vivienda dispone de un baño independiente con plato de ducha y doble pica. Piso alto en la finca rehabilitada con ascensor, perfectamente situada, cerca de la Via Laietana, la Basílica Santa María del Mar, y de la zona portuaria de la Barceloneta. Zona muy bien conectada por transporte público con el resto de la ciudad. Además el apartamento cuenta con alarma y WiFi de 300Mbs instalados en la vivienda. Alquiler de temporada CONDICIONES: -2 meses de fianza -Mes en curso -Honorarios de agencia: 10% de una anualidad + IVA.",False,good,False,True,,15.0,{'typology': 'flat'},"{'subtitle': 'Sant Pere - Santa Caterina i la Ribera, Barcelona', 'title': 'Piso en Calle dels Agullers'}",False,False,False,False,False,"[{'name': 'apartamentoType', 'text': 'Apartamento'}]",
91052608,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/85/f8/c2/892080337.jpg,AP13,23,3,1200.0,flat,rent,63.0,True,2,1,Ronda de Sant Antoni,Barcelona,Barcelona,Ciutat Vella,es,El Raval,41.38175,2.1630462,False,https://www.idealista.com/inmueble/91052608/,540,"DISPONIBLE DESDE EL 1 DE ABRIL DE 2022 SAN ANTONIO - Zona de comercios y muy bien comunicada gracias a los transportes públicos (metro - buses). Frente al metro linea Violeta en la Ronda de San Antoni, zona de comercios con el emblematico Mercado, muy bien conectada con los transportes públicos y a 10 minutos a pies de Plaza Catalunya. Finca totalmente rehabilitada con ascensor y cámara en la entrada. Bonito piso totalmente reformado y equipado, 55m2 utiles distribuidos en: Vestíbulo, baño completo con plato de ducha, cuarto de maquinas (lavadora, secadora, caldera, todo de bajo consumo), cocina americana abierta hacia el salon comedor que tiene salida a balcon. Sofà, Smart TV, Wi-Fi, dos habitaciones dobles con grandes armarios. IDEAL PAREJAS, SOLTEROS, PROFESIONALES CONTRATO DE LARGA ESTANCIA.",True,good,False,True,,19.0,{'typology': 'flat'},"{'subtitle': 'El Raval, Barcelona', 'title': 'Piso en Ronda de Sant Antoni'}",True,False,False,False,False,,
96773473,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/23/22/38/956155326.jpg,noudedulceENT,16,en,750.0,flat,rent,66.0,False,1,1,Calle Nou de Dulce,Barcelona,Barcelona,Ciutat Vella,es,El Raval,41.3803135,2.1623773999999996,False,https://www.idealista.com/inmueble/96773473/,550,"Piso recién reformado al lado de la Ronda de Sant Antoni, en calle tranquila y cerca de comercios. La vivienda tiene una habitación doble y una habitación pequeña a modo vestidor o despacho. Cocina independiente con vitrocerámica, campana y horno (todo eléctrico) y baño completo con plato de ducha.  Salón-comedor con vistas a la calle y salida a un pequeño balcón.  Precio: 750€ Para más información: 629778648.",False,good,False,False,,11.0,{'typology': 'flat'},"{'subtitle': 'El Raval, Barcelona', 'title': 'Piso en Calle Nou de Dulce'}",False,False,False,False,False,,
30186045,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/23/1c/b0/764872772.jpg,2168,42,4,2095.0,flat,rent,65.0,True,2,2,barrio Sant Antoni,Barcelona,Barcelona,Eixample,es,Sant Antoni,41.3841964,2.1618242999999997,False,https://www.idealista.com/inmueble/30186045/,773,"*** SIN HONORARIOS DE AGENCIA *** POR FAVOR, TEN EN CUENTA QUE ESTE APARTAMENTO SOLO ESTÁ DISPONIBLE PARA ALQUILERES DE TEMPORADA, CON UNA ESTANCIA MÍNIMA DE 32 DÍAS HASTA 11 MESES. PARA RESERVAS DE MENOS DE 6 MESES, EL PRECIO PUEDE VARIAR. Este moderno apartamento está situado en el moderno barrio del Eixample de Barcelona. Situado entre una gran cantidad de servicios de transporte público y algunos de los mejores lugares de interés turístico, este apartamento en Barcelona se encuentra en una ubicación ideal para aquellos que deseen disfrutar de lo mejor de la ciudad. Se encuentra cerca de Las Ramblas, Plaza Cataluña, y Plaza España, el hogar de uno de los mayores centros de convenciones de la ciudad y la colorida Fuente Mágica de Montjuïc, en medio de otras principales atracciones y fantásticos restaurantes. Diseñado con un toque hogareño, este apartamento de lujo puede alojar cómodamente hasta 4 personas. El apartamento cuenta con 2 dormitorios y 2 baños que la convierten en un lugar ideal para una familia o un grupo de amigos. También hay una conexión a Internet en este encantador apartamento. La cocina está completamente equipada con los electrodomésticos de la más alta calidad, lo que le permite preparar sus comidas favoritas.  En la planta baja del edificio recientemente restaurado se encuentra la Recepción disponible 24 horas y el servicio de conserjería por si necesitara ayuda o consejo. El edificio también dispone de una terraza comunitaria de 150 m2, con tumbonas, y cámaras de seguridad instaladas por todo el edificio, para garantizar su seguridad durante su estancia. Completo con aire acondicionado y calefacción, este lujoso apartamento es el hogar de Barcelona perfecto en cualquier época del año. Estación de metro: Universitat (L1 y L2) o Urgell (L1).",False,good,False,True,,32.0,{'typology': 'flat'},"{'subtitle': 'Sant Antoni, Barcelona', 'title': 'Piso'}",False,False,False,False,False,"[{'name': 'apartamentoType', 'text': 'Apartamento'}]",
37753325,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/f6/8b/78/769811587.jpg,7972,24,,1200.0,flat,rent,75.0,True,3,1,barrio El Raval,Barcelona,Barcelona,Ciutat Vella,es,El Raval,41.384391,2.1651147,False,https://www.idealista.com/inmueble/37753325/,608,"Piso de diseño de 75m2, en alquiler temporal, ubicado en el centro de Barcelona, a pocos minutos de Plaça Universitat y del mercado de Sant Antoni. Se divide en un salón-comedor luminoso con balcón y cocina integrada (de vitrocerámica y equipada con lavadora, lavavajillas, nevera, horno y microondas), 3 dormitorios; 2 de ellos dobles y exteriores, muy amplios y uno de ellos integrado con balcón, y 1 individual interior con ventana y luz natural. Todos los dormitorios tienen zona de despacho. El piso cuenta con un baño completo de uso general con ducha de lluvia. Dispone de muebles modernos e incluye TV. Tiene acabados de primera calidad como suelos de parquet, doble acristalamiento en aluminio y techo con vigas vista. Vistas a calle y a amplio patio de manzana. Orientación norte y sur. Soleado, muy luminoso y bien comunicado. Gastos de comunidad e IBI incluido. ZONA: Ciutat Vella- El Raval. TRANSPORTE: Metro- Universitat (L1, L2), Catalunya (L3), FGC-Catalunya, RENFE - Catalunya, Bicing y Bus.",False,good,False,False,,16.0,{'typology': 'flat'},"{'subtitle': 'El Raval, Barcelona', 'title': 'Piso'}",False,False,False,False,False,,
90576564,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/ba/62/e1/793537082.jpg,000669J,15,3,900.0,flat,rent,50.0,True,2,1,barrio El Raval,Barcelona,Barcelona,Ciutat Vella,es,El Raval,41.3816386,2.1648379,False,https://www.idealista.com/inmueble/90576564/,402,"CARACTERÍSTICAS: -Piso de 40m2 en Ciutat Vella -Tiene 2 habitaciones dobles -1 baño completo -Cocina totalmente equipada -Totalmente amueblado listo para entrar a vivir -Balcón, con vistas a la calle -Cerca de todas las comodidades FICHA TÉCNICA: Altura piso 4º, piso superficie total 50 m², superficie útil 40 m², habitaciones dobles: 2, 1 baño, antigüedad más de 50, balcón (con vistas a la calle), carpintería exterior (aluminio), carpintería interior (aluminio), cocina (totalmente equipada y con lavadora), estado conservación: buen estado, amueblado (totalmente amueblado), vidrios dobles (ventanas insonorizadas). UBICACIÓN: Este barrio pertenece al distrito de Ciutat Vella, Está situado en el lado izquierdo de las Ramblas, por lo que su situación no puede ser más céntrica. Dispone muy buenas conexiones al transporte público, centros de salud, escuelas, uno de los campus de la Universidad de Barcelona y muchos otros equipamientos. Es uno de los barrios más multiculturales de la ciudad condal, encontramos una gran variedad de nacionalidades entre sus vecinos. SOBRE ALL4FLAT Somos una agencia Real Estate situada en Barcelona. Nuestro trabajo consiste en ayudar en todos los trámites y etapas necesarios para la intermediación de propiedades inmobiliarias. Disponemos de un extenso portafolio de productos que incluyen todo tipo de bienes inmuebles para compra o alquiler. Además, ofrecemos servicios inmobiliarios de calidad complementarios como: reformas parciales o integrales, administraciones verticales y/o horizontales, soluciones de financiación, tramitación de seguros y asesoramiento legal y fiscal.  Ofrecemos servicios profesionales garantizando la calidad y la integridad de nuestro servicio para obtener el éxito de la compañía.",False,good,False,False,,18.0,{'typology': 'flat'},"{'subtitle': 'El Raval, Barcelona', 'title': 'Piso'}",False,False,False,False,False,,
83750475,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/b9/0b/ea/952389694.jpg,KN3384/2,10,3,1250.0,flat,rent,65.0,True,2,1,"Calle de Pelai, Barcelona",Barcelona,Barcelona,Eixample,es,La Dreta de l'Eixample,41.387506,2.1649943,False,https://www.idealista.com/inmueble/83750475/,925,"Available NOW. Contracts 6 to 11 months. Located in the center of Barcelona, next to Plaza Catalunya in a building with an elevator. There is a double room, a single room, a bathroom, living room and fully equipped kitchen. The apartment has air conditioning, parquet and is fully furnished, and ready to enter. It can be a good option for a professional or someone who wants to live in the heart of the city in an unbeatable location, with very good connections to the metro, bus and airport. Contracts 6 to 11 months.",True,good,False,True,,19.0,{'typology': 'flat'},"{'subtitle': ""La Dreta de l'Eixample, Barcelona"", 'title': 'Piso en Calle de Pelai, Barcelona'}",False,False,False,False,False,,
